t_ms,ax,ay,az,gx,gy,gz,roll_acc,roll_filt
33040,-0.0571,0.1340,0.9174,0.931,-3.267,14.412,8.31,5.26
33060,-0.0514,0.1302,1.0092,0.550,-1.679,14.275,7.35,5.32
33080,-0.0653,0.1296,1.0549,-0.763,-1.511,13.954,7.01,5.33
33100,-0.0503,0.1401,1.0585,-1.908,-1.145,13.802,7.54,5.34
33120,-0.0294,0.1469,1.0171,-2.824,-1.237,13.679,8.22,5.34
33140,-0.0436,0.1600,0.9894,-2.870,-1.282,13.756,9.19,5.36
33160,-0.0374,0.1556,1.0165,-1.832,-1.221,13.908,8.71,5.40
33180,-0.0366,0.1219,1.0387,-0.687,-1.847,14.031,6.70,5.41
33200,-0.0366,0.1259,1.0372,-0.656,-2.351,14.412,6.92,5.43
33220,-0.0612,0.1331,1.0322,-0.870,-2.137,14.641,7.35,5.45
33240,-0.0569,0.1188,1.0132,-0.397,-1.847,15.084,6.69,5.46
33260,-0.0782,0.1088,0.9996,-0.229,-1.771,15.023,6.21,5.47
33280,-0.0736,0.1317,1.0625,-0.580,-1.634,15.344,7.07,5.49
33300,-0.0530,0.1501,1.0275,-0.794,-2.504,15.374,8.31,5.54
33321,-0.0719,0.2074,0.9312,-0.473,-1.695,15.985,12.56,5.67
33340,-0.0703,0.2216,0.8788,0.275,0.122,16.260,14.15,5.84
33360,-0.0680,0.2107,0.9685,1.206,1.725,16.718,12.27,5.99
33380,-0.0486,0.1984,1.0105,2.809,0.794,16.855,11.11,6.15
33400,-0.0630,0.1974,1.0125,2.641,0.718,17.282,11.03,6.30
33420,-0.0782,0.2109,1.0426,2.412,1.053,17.756,11.44,6.45
33440,-0.0410,0.2227,0.9916,2.412,0.290,18.214,12.66,6.62
33460,-0.0607,0.2238,0.9486,2.809,0.382,18.901,13.27,6.81
33480,-0.0623,0.2156,0.9683,3.252,0.076,19.359,12.55,6.99
33500,-0.0737,0.2012,0.9865,3.924,-0.534,19.634,11.53,7.16
33520,-0.0807,0.2133,1.0116,3.588,-0.351,19.725,11.90,7.32
33540,-0.0854,0.2338,0.9932,3.008,-0.458,19.802,13.24,7.50
33560,-0.0667,0.2527,0.9586,2.137,-0.351,20.122,14.77,7.69
33580,-0.0911,0.2639,0.9170,1.435,-0.015,20.489,16.06,7.88
33600,-0.0938,0.2539,0.9620,0.565,1.282,20.626,14.78,8.03
33620,-0.1105,0.2823,1.0034,0.611,1.359,20.855,15.72,8.20
33640,-0.0934,0.2656,1.0393,0.427,1.573,21.145,14.34,8.33
33660,-0.1046,0.2629,1.0220,-0.305,1.023,21.176,14.43,8.44
33680,-0.0961,0.2645,1.0161,-0.504,1.069,21.282,14.59,8.56
33700,-0.1121,0.2349,1.0679,-1.389,0.641,21.115,12.40,8.61
33720,-0.1094,0.2421,1.0765,-2.458,0.107,21.374,12.67,8.64
33740,-0.0996,0.2614,1.0397,-2.244,0.321,21.267,14.11,8.71
33760,-0.0709,0.2421,1.0925,-2.427,0.351,21.389,12.49,8.73
33780,-0.0616,0.2156,1.0933,-3.420,-1.435,21.634,11.15,8.71
33800,-0.0737,0.1903,1.0792,-4.901,-2.260,21.389,10.00,8.64
33820,-0.0919,0.2245,1.0494,-5.450,-2.702,21.878,12.07,8.61
33840,-0.0917,0.2323,0.9991,-3.756,-3.084,22.031,13.09,8.62
33860,-0.0693,0.1998,0.9642,-3.069,-2.122,22.229,11.71,8.62
33880,-0.0815,0.2051,0.8843,-1.588,-2.351,22.336,13.06,8.68
33900,-0.0316,0.1421,0.9186,-0.931,-0.595,22.351,8.79,8.67
33920,-0.0577,0.1176,0.9623,-1.618,-1.191,22.214,6.96,8.60
33940,-0.0563,0.1831,0.9519,-2.092,-1.817,21.924,10.89,8.60
33960,-0.0706,0.1942,0.8867,0.015,-2.336,21.863,12.35,8.68
33980,-0.0645,0.1770,0.9561,1.557,-0.397,21.924,10.49,8.75
34000,-0.0663,0.1537,0.9609,2.473,-0.885,21.847,9.09,8.80
34020,-0.0333,0.1285,1.0028,2.595,-0.458,21.786,7.30,8.82
34040,-0.0594,0.1239,1.0406,2.015,-0.061,21.496,6.79,8.82
34060,-0.0413,0.1570,1.0468,0.427,-0.901,21.557,8.53,8.82
34080,-0.0450,0.1927,1.0050,0.351,-1.817,21.420,10.86,8.87
34119,-0.0338,0.2120,1.0073,0.901,-1.206,21.557,11.89,8.95
34123,-0.0374,0.2117,1.0078,1.008,-1.099,21.618,11.86,9.03
34140,-0.0344,0.2107,1.0258,1.160,-0.672,21.664,11.61,9.10
34160,-0.0345,0.1982,1.0358,1.160,-0.702,21.847,10.84,9.16
34180,-0.0250,0.1899,1.0284,0.687,-0.275,21.771,10.46,9.20
34200,-0.0333,0.2018,1.0172,0.137,0.015,21.740,11.22,9.24
34220,-0.0155,0.1971,1.0416,-0.198,0.489,21.634,10.72,9.27
34240,-0.0125,0.2041,1.0073,-0.779,0.153,21.435,11.45,9.30
34260,-0.0089,0.2053,0.9867,-1.221,0.718,21.344,11.75,9.32
34281,0.0023,0.2184,0.9739,-1.878,0.824,21.191,12.64,9.35
34300,0.0179,0.2231,0.9613,-1.817,0.947,21.176,13.07,9.39
34320,0.0298,0.2159,0.9618,-1.389,0.687,21.191,12.65,9.43
34340,0.0289,0.2039,0.9540,-0.885,0.107,21.237,12.06,9.46
34360,0.0353,0.1783,0.9635,-0.733,0.153,21.313,10.49,9.47
34380,0.0270,0.1693,0.9866,-0.962,-0.412,21.481,9.74,9.46
34400,0.0325,0.1700,1.0037,-0.962,-0.794,21.389,9.62,9.44
34420,0.0262,0.1760,0.9968,-0.809,-1.328,21.588,10.01,9.44
34440,0.0209,0.1763,0.9855,-0.061,-1.908,21.573,10.14,9.45
34460,0.0303,0.1730,0.9642,0.840,-1.969,21.649,10.17,9.48
34480,0.0034,0.1598,0.9574,0.794,-1.450,21.634,9.48,9.49
34500,0.0071,0.1625,0.9882,0.351,-0.855,21.527,9.34,9.50
34520,0.0083,0.1798,0.9689,-0.168,-0.336,21.557,10.51,9.52
34540,-0.0117,0.1766,0.9578,-0.382,0.779,21.435,10.45,9.53
34560,-0.0270,0.1772,0.9751,-0.443,1.374,21.344,10.30,9.53
34580,-0.0341,0.1787,0.9745,-0.229,1.878,20.992,10.39,9.55
34600,-0.0591,0.1506,1.0067,-0.473,2.641,20.672,8.51,9.52
34620,-0.0719,0.1401,1.0521,-1.206,2.779,20.076,7.59,9.45
34640,-0.0570,0.1392,1.0643,-2.031,2.687,19.618,7.45,9.37
34660,-0.0454,0.1368,0.9904,-2.519,2.168,19.206,7.87,9.29
34680,-0.0469,0.1239,0.9403,-2.305,2.336,18.504,7.51,9.21
34700,-0.0511,0.1078,0.9528,-1.771,2.489,17.985,6.45,9.12
34720,-0.0381,0.0988,0.9857,-1.435,1.893,17.466,5.72,9.03
34740,-0.0481,0.0782,1.0138,-1.466,1.542,17.084,4.41,8.91
34760,-0.0435,0.0774,1.0323,-1.664,0.779,16.748,4.29,8.78
34780,-0.0352,0.0773,1.0238,-1.939,0.275,16.321,4.32,8.65
34800,-0.0397,0.0701,1.0078,-1.817,-0.107,16.122,3.98,8.53
34820,-0.0447,0.0510,1.0248,-2.076,-0.443,15.878,2.85,8.37
34840,-0.0400,0.0586,1.0155,-2.275,-0.580,15.740,3.30,8.22
34860,-0.0391,0.0542,0.9845,-2.260,-0.687,15.344,3.15,8.08
34880,-0.0419,0.0386,0.9844,-1.863,-0.504,15.160,2.24,7.93
34900,-0.0408,0.0439,0.9661,-0.733,-0.641,14.718,2.60,7.81
34920,-0.0394,0.0201,0.9933,0.260,0.153,14.198,1.16,7.68
34940,-0.0254,-0.0079,1.0061,0.595,0.244,13.557,-0.45,7.53
34960,-0.0269,-0.0079,0.9919,0.550,0.076,12.840,-0.46,7.38
34980,-0.0181,-0.0127,1.0125,0.061,0.443,12.183,-0.72,7.22
35000,-0.0198,-0.0006,0.9950,-0.412,-0.031,11.542,-0.04,7.06
35020,-0.0155,0.0123,0.9707,-0.626,-0.275,10.901,0.73,6.92
35040,-0.0229,0.0253,0.9703,-0.397,-0.092,10.412,1.49,6.81
35060,-0.0171,0.0181,1.0089,-0.565,0.122,9.954,1.03,6.68
35080,-0.0109,0.0242,0.9948,-0.977,-0.015,9.573,1.39,6.56
35100,0.0060,0.0261,0.9677,-1.084,0.458,9.344,1.55,6.44
35120,0.0114,0.0167,0.9629,-0.977,0.626,9.206,1.00,6.31
35141,0.0137,-0.0039,0.9904,-0.870,0.412,8.931,-0.23,6.16
35160,0.0104,-0.0212,0.9855,-0.611,-0.122,8.809,-1.23,6.00
35180,0.0181,-0.0394,0.9767,-0.489,-0.290,8.412,-2.31,5.82
35200,0.0022,-0.0574,0.9895,-0.489,0.046,8.015,-3.32,5.63
35220,0.0155,-0.0609,1.0092,-0.534,-0.031,7.435,-3.45,5.44
35240,0.0166,-0.0544,0.9940,-0.427,-0.015,6.885,-3.14,5.26
35260,0.0201,-0.0474,0.9917,-0.183,0.321,6.305,-2.73,5.10
35280,0.0212,-0.0454,1.0079,0.214,0.565,5.725,-2.58,4.95
35300,0.0249,-0.0339,1.0269,0.092,0.473,5.450,-1.89,4.81
35320,0.0259,-0.0264,1.0225,0.244,0.153,4.947,-1.48,4.69
35340,0.0149,-0.0361,1.0125,0.229,0.351,4.611,-2.04,4.56
35360,0.0044,-0.0303,1.0093,-0.107,0.519,4.366,-1.72,4.43
35380,0.0166,-0.0291,1.0195,-0.489,0.504,4.168,-1.63,4.30
35400,0.0267,-0.0336,1.0186,-0.901,0.580,4.168,-1.89,4.16
35420,0.0209,-0.0228,1.0165,-0.901,0.626,3.878,-1.29,4.03
35440,0.0273,-0.0323,1.0237,-1.191,0.626,3.863,-1.81,3.89
35460,0.0315,-0.0353,1.0146,-1.145,0.183,3.618,-1.99,3.75
35480,0.0167,-0.0387,0.9951,-1.405,0.076,3.405,-2.23,3.61
35518,0.0272,-0.0409,0.9919,-1.939,-0.260,3.084,-2.36,3.45
35522,0.0292,-0.0414,0.9763,-1.878,-0.397,3.053,-2.43,3.29
35540,0.0237,-0.0403,0.9188,-1.450,-0.321,2.626,-2.51,3.15
35560,0.0183,-0.0558,0.9327,-0.885,0.061,2.366,-3.42,3.00
35580,0.0156,-0.0480,0.9452,-0.305,0.000,2.153,-2.91,2.88
35600,0.0134,-0.0415,0.9513,0.290,0.153,2.183,-2.50,2.78
35621,0.0177,-0.0670,0.9971,0.641,0.504,1.771,-3.85,2.66
35641,0.0322,-0.0616,0.9712,0.397,-0.061,1.756,-3.63,2.54
35660,0.0120,-0.0646,0.9321,0.137,0.229,1.618,-3.96,2.41
35680,0.0101,-0.0686,0.9799,0.336,0.550,1.511,-4.00,2.29
35700,0.0193,-0.0553,1.0074,0.855,0.214,1.405,-3.14,2.20
35720,0.0177,-0.0579,1.0216,0.580,0.351,1.435,-3.24,2.10
35740,0.0148,-0.0514,1.0223,0.580,0.229,1.237,-2.88,2.01
35761,0.0225,-0.0258,1.0333,0.443,0.321,1.221,-1.43,1.95
35780,0.0238,-0.0148,1.0476,-0.031,0.275,1.374,-0.81,1.90
35800,0.0280,-0.0183,1.0143,-0.290,0.000,1.328,-1.03,1.83
35820,0.0233,-0.0223,0.9606,-0.061,0.137,1.344,-1.33,1.77
35840,0.0149,-0.0209,0.9579,0.443,0.641,1.267,-1.25,1.71
35860,0.0107,-0.0321,1.0101,1.069,0.870,1.221,-1.82,1.67
35880,0.0120,-0.0536,1.0323,1.038,0.718,1.008,-2.97,1.59
35900,0.0118,-0.0571,1.0133,0.519,0.733,0.885,-3.23,1.51
35920,-0.0016,-0.0580,1.0336,-0.290,1.374,0.687,-3.21,1.41
35940,0.0183,-0.0464,1.0367,-0.947,1.145,0.550,-2.56,1.31
35960,0.0354,-0.0298,0.9790,-0.885,0.931,0.443,-1.74,1.23
35980,0.0231,-0.0437,0.9642,-0.687,1.099,0.336,-2.59,1.14
36000,0.0256,-0.0463,0.9828,-0.748,0.855,0.366,-2.70,1.05
36020,0.0332,-0.0482,0.9680,-0.748,0.641,0.550,-2.85,0.96
36040,0.0149,-0.0541,0.9858,-0.885,0.824,0.366,-3.14,0.86
36060,0.0216,-0.0393,0.9952,-0.885,0.641,0.489,-2.26,0.78
36080,0.0095,-0.0365,0.9607,-0.183,-0.321,0.427,-2.18,0.71
36100,0.0073,-0.0514,0.9884,0.092,0.168,0.489,-2.98,0.64
36120,0.0005,-0.0519,0.9849,0.260,-0.046,0.534,-3.02,0.57
36140,0.0168,-0.0522,0.9779,0.183,0.214,0.656,-3.06,0.51
36160,-0.0021,-0.0509,0.9556,0.519,0.137,0.641,-3.05,0.44
36180,0.0021,-0.0500,0.9786,0.702,0.809,0.565,-2.93,0.39
36200,-0.0366,-0.0322,0.9883,0.595,1.069,0.397,-1.87,0.36
36220,-0.0220,-0.0212,0.9901,0.931,1.344,0.427,-1.23,0.34
36240,-0.0291,-0.0161,0.9570,1.359,1.282,0.397,-0.96,0.34
36260,-0.0457,-0.0364,0.9698,1.695,1.420,0.565,-2.15,0.33
36280,-0.0581,-0.0448,0.9961,1.618,1.405,0.443,-2.58,0.30
36300,-0.0405,-0.0399,1.0063,1.344,1.557,0.519,-2.27,0.28
36320,-0.0664,-0.0435,1.0042,1.008,1.695,0.534,-2.48,0.24
36341,-0.0553,-0.0448,1.0320,0.336,1.405,0.168,-2.49,0.19
36360,-0.0613,-0.0349,1.0127,-0.275,0.809,0.260,-1.97,0.14
36380,-0.0553,-0.0217,1.0253,-0.397,1.130,0.122,-1.21,0.11
36400,-0.0646,-0.0067,1.0435,-0.427,0.473,0.168,-0.37,0.09
36420,-0.0764,-0.0125,1.0131,-0.473,-0.244,0.046,-0.70,0.07
36440,-0.0776,-0.0145,0.9866,-0.366,-0.031,0.061,-0.84,0.04
36460,-0.0769,-0.0155,1.0026,-0.473,0.321,0.107,-0.89,0.01
36480,-0.0670,-0.0242,1.0088,-0.366,-0.122,0.122,-1.37,-0.02
36500,-0.0624,-0.0334,0.9811,-0.244,-0.321,0.168,-1.95,-0.07
36520,-0.0693,-0.0352,0.9730,-0.122,0.107,0.214,-2.07,-0.11
36540,-0.0754,-0.0360,0.9963,-0.229,0.153,0.214,-2.07,-0.15
36560,-0.0686,-0.0409,0.9969,-0.183,0.031,0.305,-2.35,-0.20
36580,-0.0773,-0.0428,0.9690,-0.092,-0.137,0.153,-2.53,-0.25
36600,-0.0822,-0.0402,0.9662,-0.137,0.031,0.168,-2.38,-0.29
36620,-0.0961,-0.0454,0.9778,-0.382,0.137,0.153,-2.66,-0.35
36640,-0.0931,-0.0408,0.9860,-0.550,0.183,0.061,-2.37,-0.40
36660,-0.0901,-0.0321,0.9838,-0.412,0.305,-0.031,-1.87,-0.44
36680,-0.0861,-0.0244,0.9988,-0.076,0.412,0.031,-1.40,-0.46
36700,-0.0846,-0.0282,0.9889,0.107,0.061,-0.061,-1.63,-0.48
36720,-0.0928,-0.0341,0.9901,-0.183,0.183,-0.122,-1.97,-0.51
36740,-0.0972,-0.0306,0.9845,-0.260,0.351,-0.107,-1.78,-0.54
36760,-0.0913,-0.0304,0.9949,-0.427,0.443,-0.122,-1.75,-0.58
36780,-0.1072,-0.0448,0.9808,-0.382,0.534,-0.107,-2.62,-0.62
36800,-0.1184,-0.0460,1.0043,-0.672,0.947,-0.168,-2.62,-0.68
36820,-0.1097,-0.0431,1.0103,-0.565,0.885,-0.290,-2.44,-0.72
36840,-0.1068,-0.0420,0.9708,-0.168,0.931,-0.382,-2.48,-0.76
36860,-0.1152,-0.0585,0.9585,0.000,1.298,-0.580,-3.49,-0.82
36898,-0.1215,-0.0752,1.0369,-0.092,1.084,-1.069,-4.15,-0.88
36902,-0.1187,-0.0775,1.0367,-0.153,1.038,-1.008,-4.28,-0.96
36920,-0.1208,-0.0782,1.0212,-0.534,0.794,-1.267,-4.38,-1.03
36940,-0.1279,-0.0778,0.9861,-0.977,0.733,-1.466,-4.51,-1.12
36961,-0.1217,-0.0769,0.9729,-1.023,0.611,-1.863,-4.52,-1.21
36980,-0.1355,-0.0789,0.9758,-0.977,0.763,-2.076,-4.62,-1.30
37000,-0.1442,-0.0936,1.0051,-0.779,0.733,-2.427,-5.32,-1.39
37020,-0.1327,-0.1019,1.0299,-1.053,0.397,-2.611,-5.65,-1.50
37040,-0.1361,-0.0916,0.9907,-1.389,0.015,-2.885,-5.28,-1.60
37060,-0.1378,-0.0999,0.9597,-1.679,0.168,-3.282,-5.94,-1.72
37080,-0.1438,-0.1022,0.9600,-1.588,0.397,-3.466,-6.08,-1.84
37100,-0.1523,-0.1136,0.9784,-1.420,0.427,-3.817,-6.63,-1.96
37120,-0.1497,-0.1257,0.9872,-1.191,0.275,-4.198,-7.26,-2.09
37140,-0.1439,-0.1302,0.9618,-0.855,0.107,-4.473,-7.71,-2.22
37160,-0.1530,-0.1262,0.9373,-0.687,0.366,-4.702,-7.67,-2.34
37180,-0.1639,-0.1328,0.9801,-0.504,0.992,-5.099,-7.72,-2.46
37200,-0.1564,-0.1365,1.0225,-0.611,0.916,-5.450,-7.60,-2.58
37220,-0.1506,-0.1415,1.0110,-0.626,0.504,-5.466,-7.97,-2.70
37240,-0.1652,-0.1451,1.0057,-0.931,0.351,-5.725,-8.21,-2.83
37260,-0.1660,-0.1456,1.0240,-1.023,0.229,-6.183,-8.09,-2.95
37280,-0.1584,-0.1523,1.0143,-1.389,0.046,-6.550,-8.54,-3.09
37300,-0.1584,-0.1520,1.0132,-1.588,0.000,-6.916,-8.53,-3.23
37320,-0.1658,-0.1592,1.0006,-1.450,-0.473,-7.099,-9.04,-3.37
37340,-0.1637,-0.1593,1.0195,-1.221,-0.122,-7.634,-8.88,-3.51
37360,-0.1610,-0.1851,1.0364,-1.176,-0.168,-8.061,-10.12,-3.66
37380,-0.1677,-0.1957,1.0288,-1.435,-0.580,-8.687,-10.77,-3.83
37400,-0.1486,-0.1869,1.0219,-1.679,-0.397,-9.115,-10.36,-4.00
37420,-0.1534,-0.1919,0.9882,-1.344,-0.733,-9.542,-10.99,-4.16
37440,-0.1553,-0.2029,1.0001,-1.237,-0.611,-9.985,-11.47,-4.33
37460,-0.1644,-0.2189,1.0111,-1.282,-0.870,-10.275,-12.21,-4.52
37480,-0.1667,-0.2273,0.9988,-1.573,-0.733,-10.809,-12.82,-4.71
37500,-0.1622,-0.2189,0.9818,-1.649,-0.580,-11.435,-12.57,-4.90
37520,-0.1553,-0.2159,0.9910,-1.435,-0.550,-11.985,-12.29,-5.08
37540,-0.1420,-0.2308,0.9917,-1.191,-0.840,-12.382,-13.10,-5.26
37560,-0.1539,-0.2439,0.9888,-1.069,-1.145,-12.840,-13.86,-5.46
37580,-0.1503,-0.2611,1.0112,-1.252,-1.069,-13.328,-14.48,-5.66
37600,-0.1455,-0.2747,1.0139,-1.817,-1.145,-13.664,-15.16,-5.89
37620,-0.1405,-0.2632,1.0039,-2.260,-1.298,-14.351,-14.69,-6.11
37640,-0.1350,-0.2568,1.0028,-2.336,-1.802,-14.733,-14.37,-6.32
37661,-0.1437,-0.2590,1.0184,-2.153,-1.908,-15.313,-14.27,-6.52
37680,-0.1414,-0.2637,1.0325,-2.260,-1.985,-15.756,-14.33,-6.72
37700,-0.1217,-0.2590,0.9843,-2.290,-2.214,-16.183,-14.74,-6.92
37720,-0.1182,-0.2606,0.9434,-2.061,-2.015,-16.580,-15.44,-7.14
37740,-0.1273,-0.2590,0.9329,-1.664,-1.435,-16.931,-15.52,-7.34
37760,-0.1187,-0.2643,0.9678,-1.221,-0.748,-17.267,-15.27,-7.52
37780,-0.1266,-0.2697,0.9717,-0.840,-0.641,-17.695,-15.51,-7.69
37800,-0.1272,-0.2754,0.9487,-0.214,-0.702,-17.802,-16.19,-7.87
37820,-0.1265,-0.2915,0.9441,0.595,-0.122,-18.168,-17.16,-8.04
37840,-0.1307,-0.2993,0.9520,1.496,-0.092,-18.473,-17.45,-8.20
37860,-0.1248,-0.3154,0.9703,1.786,0.031,-18.779,-18.01,-8.36
37880,-0.1071,-0.3180,0.9918,1.557,0.351,-19.206,-17.78,-8.52
37900,-0.1111,-0.3119,1.0061,1.130,0.489,-19.359,-17.22,-8.67
37920,-0.1039,-0.3062,0.9934,0.458,0.611,-19.908,-17.13,-8.83
37940,-0.1041,-0.2939,0.9551,0.336,0.519,-20.092,-17.11,-8.99
37960,-0.1121,-0.2876,0.9406,0.550,0.962,-20.489,-17.00,-9.14
37980,-0.1194,-0.2784,0.9324,0.840,1.145,-20.824,-16.63,-9.27
38000,-0.1223,-0.2715,0.9487,1.282,1.511,-21.191,-15.97,-9.38
38020,-0.1187,-0.2740,0.9722,1.496,1.618,-21.374,-15.74,-9.48
38040,-0.1166,-0.2723,0.9884,1.191,1.649,-21.618,-15.40,-9.58
38060,-0.1174,-0.2656,1.0186,0.656,1.908,-21.878,-14.62,-9.66
38080,-0.1102,-0.2555,1.0319,-0.382,1.863,-21.863,-13.91,-9.76
38100,-0.1106,-0.2518,1.0179,-1.069,1.634,-21.832,-13.90,-9.86
38120,-0.1129,-0.2417,1.0248,-1.481,1.802,-21.847,-13.27,-9.96
38140,-0.1124,-0.2332,1.0447,-1.878,1.710,-21.771,-12.58,-10.05
38160,-0.1185,-0.2426,1.0502,-2.382,1.664,-21.756,-13.01,-10.15
38180,-0.1227,-0.2412,1.0405,-2.779,1.664,-21.786,-13.05,-10.26
38219,-0.1243,-0.2413,0.9576,-2.198,1.557,-22.153,-14.14,-10.39
38223,-0.1193,-0.2439,0.9589,-2.092,1.573,-22.107,-14.27,-10.50
38240,-0.1223,-0.2562,0.9639,-1.511,1.725,-22.214,-14.89,-10.62
38260,-0.1283,-0.2773,0.9989,-1.023,1.542,-22.458,-15.52,-10.74
38280,-0.1372,-0.2924,1.0261,-0.824,1.023,-22.519,-15.90,-10.86
38300,-0.1345,-0.3043,1.0300,-0.382,0.641,-22.626,-16.46,-10.98
38320,-0.1376,-0.3113,1.0107,-0.290,0.260,-22.748,-17.12,-11.11
38340,-0.1378,-0.2976,1.0326,-0.183,-0.168,-22.824,-16.08,-11.21
38361,-0.1315,-0.3132,1.0271,0.214,-1.145,-22.809,-16.96,-11.32
38380,-0.1289,-0.3140,0.9572,0.611,-1.740,-22.931,-18.16,-11.45
38400,-0.1318,-0.2976,0.9324,0.885,-1.130,-23.099,-17.70,-11.55
38420,-0.1340,-0.2834,0.9409,0.550,-0.885,-23.069,-16.76,-11.65
38440,-0.1226,-0.2806,0.9524,0.214,-0.198,-23.328,-16.42,-11.74
38460,-0.1168,-0.2543,0.9552,-0.260,-0.046,-23.496,-14.91,-11.81
38480,-0.1101,-0.2371,0.9491,-0.122,0.061,-23.405,-14.02,-11.85
38500,-0.1039,-0.2560,0.9681,-0.031,0.122,-23.466,-14.81,-11.91
38520,-0.1121,-0.2611,0.9789,-0.336,-0.122,-23.496,-14.94,-11.98
38540,-0.1205,-0.2657,0.9884,-0.565,-0.168,-23.542,-15.05,-12.05
38560,-0.1154,-0.2783,0.9839,-0.947,-0.458,-23.557,-15.80,-12.15
38580,-0.1259,-0.2826,0.9678,-1.313,-0.641,-23.893,-16.28,-12.25
38600,-0.1272,-0.2798,0.9579,-1.740,-0.656,-24.214,-16.28,-12.37
38620,-0.1256,-0.2943,0.9567,-1.725,-0.137,-24.336,-17.10,-12.50
38640,-0.1351,-0.2920,0.9592,-1.893,0.107,-24.611,-16.93,-12.62
38660,-0.1361,-0.2902,0.9779,-2.031,0.550,-24.763,-16.53,-12.74
38680,-0.1260,-0.2955,0.9747,-2.168,0.855,-25.023,-16.87,-12.87
38700,-0.1233,-0.2920,0.9491,-1.756,1.038,-25.252,-17.10,-12.99
38720,-0.1113,-0.3037,0.9399,-1.023,1.771,-25.450,-17.91,-13.10
38740,-0.1154,-0.3158,0.9393,-0.412,2.214,-25.466,-18.58,-13.22
38760,-0.1146,-0.3258,0.9473,0.214,2.489,-25.664,-18.98,-13.33
38780,-0.1134,-0.3201,0.9574,0.809,2.901,-25.603,-18.49,-13.42
38800,-0.1080,-0.3180,0.9640,1.450,3.053,-25.542,-18.26,-13.49
38820,-0.1028,-0.3254,0.9724,2.092,3.527,-25.557,-18.50,-13.55
38840,-0.1083,-0.3329,1.0045,2.504,3.908,-25.618,-18.33,-13.59
38860,-0.0881,-0.3375,1.0448,1.802,4.076,-25.679,-17.90,-13.64
38880,-0.0829,-0.3148,1.0319,1.099,3.832,-25.725,-16.97,-13.69
38900,-0.0623,-0.2921,1.0194,0.656,3.634,-25.908,-15.99,-13.72
38920,-0.0482,-0.2830,0.9901,0.382,2.947,-26.107,-15.95,-13.76
38940,-0.0587,-0.2744,0.9598,0.382,2.763,-26.198,-15.96,-13.80
38960,-0.0482,-0.2614,0.9652,0.336,2.687,-26.351,-15.15,-13.82
38980,-0.0548,-0.2695,0.9674,0.595,2.351,-26.427,-15.57,-13.84
39000,-0.0576,-0.2925,0.9761,0.748,2.183,-26.443,-16.68,-13.88
39020,-0.0743,-0.2949,0.9730,0.382,1.863,-26.718,-16.86,-13.93
39041,-0.0667,-0.2974,0.9791,-0.336,2.321,-26.901,-16.89,-14.00
39060,-0.0616,-0.3027,0.9728,-1.069,2.687,-26.901,-17.29,-14.09
39080,-0.0486,-0.2953,0.9987,-1.740,2.992,-26.748,-16.47,-14.17
39100,-0.0375,-0.2832,1.0033,-2.397,2.901,-26.794,-15.76,-14.25
39120,-0.0376,-0.2792,0.9849,-2.672,2.702,-26.656,-15.83,-14.33
39140,-0.0342,-0.2764,0.9622,-2.382,2.672,-26.565,-16.03,-14.41
39160,-0.0453,-0.2825,0.9449,-1.954,2.947,-26.427,-16.64,-14.49
39180,-0.0548,-0.2891,0.9623,-1.160,2.885,-26.351,-16.72,-14.56
39200,-0.0435,-0.2930,0.9700,-0.702,2.672,-26.229,-16.81,-14.62
39220,-0.0437,-0.3021,0.9558,-0.031,2.473,-26.244,-17.54,-14.68
39240,-0.0459,-0.3140,0.9896,0.122,2.748,-26.290,-17.60,-14.74
39260,-0.0426,-0.3002,0.9792,0.275,2.214,-26.229,-17.04,-14.78
39280,-0.0323,-0.2897,0.9580,0.794,2.061,-25.954,-16.82,-14.80
39300,-0.0317,-0.2865,0.9691,1.420,2.321,-25.771,-16.47,-14.81
39320,-0.0165,-0.2888,0.9921,1.496,2.092,-25.573,-16.23,-14.81
39340,-0.0059,-0.2708,0.9592,1.649,1.496,-25.145,-15.76,-14.79
39360,-0.0237,-0.2682,0.9552,1.634,1.649,-24.947,-15.68,-14.78
39380,-0.0176,-0.2594,0.9874,1.679,1.573,-24.794,-14.72,-14.75
39400,-0.0054,-0.2484,0.9928,1.267,1.405,-24.412,-14.05,-14.71
39420,0.0051,-0.2375,0.9841,1.115,1.221,-24.000,-13.57,-14.66
39440,-0.0037,-0.2289,0.9742,1.359,0.885,-23.603,-13.22,-14.61
39460,0.0189,-0.2219,0.9279,1.908,0.519,-23.344,-13.45,-14.55
39499,0.0123,-0.2446,0.9811,2.489,0.931,-22.626,-14.00,-14.49
39503,0.0176,-0.2400,0.9769,2.458,0.901,-22.656,-13.80,-14.42
39520,0.0129,-0.2505,0.9878,2.321,0.321,-22.595,-14.23,-14.37
39540,0.0017,-0.2568,1.0123,1.817,0.290,-22.336,-14.24,-14.34
39560,0.0098,-0.2568,1.0090,1.435,0.031,-22.214,-14.28,-14.31
39580,0.0099,-0.2437,0.9961,1.191,-0.046,-22.031,-13.75,-14.27
39600,0.0015,-0.2480,1.0176,1.206,0.198,-21.969,-13.70,-14.24
39620,0.0088,-0.2410,1.0294,0.641,0.137,-21.817,-13.17,-14.20
39640,0.0037,-0.2145,1.0060,0.458,0.031,-21.832,-12.04,-14.15
39660,0.0143,-0.2124,1.0007,0.702,0.443,-21.496,-11.98,-14.09
